"id_serial";"novelty_date";"available_date"
"4086";"2015-07-10";"2015-09-07"
"90";"2018-02-02";"2018-09-02"
"4244";"2015-04-30";"2015-09-06"
"674";"2018-02-16";"2018-09-02"
"4273";"2015-05-21";"2015-09-14"
"3985";"2015-02-18";"2015-09-02"
"4354";"2018-06-14";"2018-09-01"
"4355";"2015-07-02";"2015-09-01"
"1054";"2017-05-17";"2017-08-31"
"4291";"2018-05-28";"2018-09-15"
"4372";"2015-07-10";"2015-08-31"
"4292";"2015-05-28";"2015-08-31"
"4388";"2018-04-05";"2018-12-25"
"4293";"2015-05-28";"2015-08-31"
"4339";"2015-06-25";"2015-08-31"
"4295";"2015-07-10";"2015-08-31"
"4340";"2015-06-25";"2015-08-31"
"4358";"2015-07-02";"2015-08-31"
"4213";"2015-07-10";"2015-08-31"
"4341";"2015-06-25";"2015-08-31"
"4214";"2015-07-10";"2015-08-31"
"4296";"2015-06-02";"2015-08-31"
"3293";"2017-11-30";"2018-12-20"
"3339";"2014-12-03";"2015-08-31"
"4361";"2015-10-14";"2015-12-18"
"3394";"2017-12-11";"2018-08-31"
"4343";"2015-06-27";"2015-12-20"
"4336";"2015-06-24";"2015-08-30"
"4059";"2015-01-04";"2015-08-30"
"3962";"2015-03-01";"2015-08-29"
"941";"2015-01-27";"2015-08-27"
"2950";"2015-08-15";"2015-08-27"
"4060";"2015-04-09";"2015-08-27"
"4205";"2015-04-09";"2015-08-31"
"133";"2015-03-01";"2015-08-24"
"3126";"2018-02-02";"2018-08-29"
"4459";"2015-10-03";"2016-05-09"
"348";"2018-02-16";"2018-08-26"
"3127";"2018-02-02";"2018-08-28"
"2320";"2015-06-03";"2015-08-21"
"3270";"2016-02-29";"2016-08-21"
"3271";"2015-03-01";"2015-08-16"
"303";"2018-04-03";"2018-08-05"
"2331";"2018-06-20";"2018-09-28"
"3712";"2014-11-24";"2015-08-09"
"4284";"2017-06-26";"2017-08-03"
"4277";"2017-04-04";"2017-08-02"
"388";"2016-06-22";"2016-07-21"
"1639";"2015-07-23";"2015-08-05"
"4286";"2017-06-26";"2017-08-02"
"4326";"2015-07-10";"2015-08-03"
"719";"2016-02-02";"2016-08-02"
"1378";"2017-02-28";"2017-08-26"
"4304";"2015-06-03";"2015-07-31"
"318";"2015-03-01";"2015-07-30"
"4394";"2015-07-23";"2015-07-29"
"109";"2018-02-02";"2018-08-08"
"1310";"2015-03-01";"2015-07-28"
"1511";"2015-07-11";"2015-07-27"
"382";"2015-02-05";"2015-07-27"
"332";"2015-06-27";"2015-07-26"
"54";"2018-02-02";"2018-07-22"
"106";"2017-03-01";"2017-08-18"
"3811";"2018-06-11";"2018-07-15"
"4363";"2015-07-09";"2015-07-18"
"2798";"2016-01-08";"2016-12-29"
"4365";"2015-07-08";"2015-07-17"
"4134";"2015-07-08";"2015-07-17"
"4357";"2015-09-30";"2015-10-19"
"68";"2018-02-02";"2018-07-09"
"521";"2018-02-16";"2018-07-15"
"1988";"2015-03-01";"2015-08-30"
"127";"2014-12-23";"2015-07-12"
"3273";"2018-02-02";"2018-07-08"
"1465";"2015-01-09";"2015-12-14"
"959";"2017-07-28";"2017-09-24"
"3952";"2015-03-01";"2015-07-06"
"1991";"2015-03-01";"2015-07-06"
"1";"2016-02-29";"2016-07-06"
"408";"2018-06-27";"2018-11-25"
"4333";"2015-06-20";"2015-07-25"
"105";"2018-02-02";"2018-08-26"
"2733";"2015-06-24";"2015-08-23"
"4144";"2018-06-14";"2018-06-24"
"4056";"2016-01-08";"2016-07-10"
"1352";"2018-03-20";"2018-09-09"
"100";"2016-03-02";"2016-07-05"
"3953";"2018-02-02";"2018-07-08"
"4327";"2015-06-18";"2015-07-04"
"3578";"2016-02-05";"2016-09-25"
"2362";"2015-06-18";"2015-07-04"
"4223";"2015-04-18";"2015-06-30"
"4224";"2017-12-08";"2018-12-31"
"4194";"2015-04-10";"2015-06-30"
"4225";"2017-12-11";"2018-12-20"
"4211";"2015-12-21";"2015-12-22"
"4226";"2017-12-11";"2018-12-20"
"1637";"2015-06-17";"2015-06-30"
"4212";"2015-07-10";"2015-09-30"
"457";"2015-06-16";"2015-07-08"
"4297";"2015-06-02";"2015-06-30"
"1323";"2016-02-29";"2016-06-30"
"1111";"2015-07-04";"2015-07-13"
"4298";"2015-06-02";"2015-06-30"
"4299";"2015-06-02";"2015-06-30"
"4300";"2015-06-02";"2015-06-30"
"4301";"2015-06-02";"2015-06-30"
"4314";"2017-05-15";"2017-06-07"
"4302";"2015-06-02";"2015-06-30"
"617";"2015-05-20";"2015-06-30"
"4303";"2015-06-02";"2015-06-30"
"618";"2018-01-18";"2018-12-23"
"4285";"2015-05-22";"2015-06-28"
"3636";"2017-05-18";"2017-09-16"
"74";"2018-02-02";"2018-09-02"
"27";"2017-08-21";"2017-10-31"
"524";"2018-02-14";"2018-07-01"
"2056";"2015-05-28";"2015-09-12"
"4014";"2015-08-25";"2015-09-05"
"4256";"2015-05-13";"2015-06-26"
"4275";"2017-10-23";"2018-12-22"
"4257";"2015-09-12";"2015-09-13"
"4278";"2017-12-06";"2018-04-30"
"4280";"2017-09-15";"2018-04-30"
"4161";"2016-06-15";"2016-10-31"
"4245";"2015-04-29";"2015-06-26"
"3697";"2015-04-30";"2015-10-31"
"3497";"2016-11-21";"2017-10-31"
"4249";"2015-06-20";"2015-09-13"
"4109";"2017-11-27";"2018-12-21"
"4250";"2017-09-19";"2018-04-30"
"4252";"2017-08-25";"2017-10-30"
"4253";"2015-06-20";"2015-09-13"
"4254";"2017-12-06";"2018-04-30"
"3492";"2017-09-13";"2018-04-30"
"4247";"2015-10-07";"2015-10-31"
"3494";"2017-12-06";"2018-04-30"
"3817";"2015-05-29";"2015-06-21"
"1920";"2018-02-02";"2018-08-26"
"4306";"2015-06-20";"2015-06-21"
"17";"2015-03-01";"2015-06-21"
"3686";"2018-02-02";"2018-06-25"
"395";"2015-03-01";"2015-06-21"
"4311";"2015-06-10";"2015-06-21"
"2962";"2018-03-05";"2018-06-20"
"4132";"2015-09-26";"2016-07-03"
"3798";"2014-09-22";"2015-06-21"
"3357";"2017-05-01";"2017-09-09"
"3485";"2014-11-28";"2015-06-20"
"1433";"2015-03-21";"2015-07-18"
"4240";"2015-04-30";"2015-10-31"
"531";"2016-03-02";"2016-09-17"
"2695";"2016-03-02";"2016-09-17"
"4125";"2015-06-05";"2015-06-20"
"3356";"2016-03-02";"2016-09-03"
"4011";"2018-04-01";"2018-09-15"
"2693";"2017-05-01";"2017-09-09"
"2669";"2017-06-13";"2017-09-26"
"3350";"2018-04-01";"2018-09-08"
"4139";"2016-03-02";"2016-09-17"
"1420";"2017-06-13";"2017-09-16"
"4015";"2018-04-01";"2018-09-08"
"84";"2016-02-29";"2016-06-17"
"4288";"2015-08-14";"2016-06-02"
"398";"2016-03-02";"2016-09-12"
"80";"2018-03-20";"2018-09-17"
"477";"2015-10-10";"2016-11-30"
"3672";"2017-03-27";"2017-06-12"
"4190";"2015-05-17";"2015-09-15"
"6";"2017-04-01";"2017-09-10"
"4175";"2015-04-02";"2015-06-14"
"992";"2015-02-03";"2015-06-14"
"537";"2016-03-17";"2016-06-05"
"114";"2018-03-20";"2018-09-24"
"107";"2016-03-02";"2016-09-18"
"3750";"2015-04-02";"2015-06-14"
"2672";"2016-03-02";"2016-09-03"
"681";"2018-04-01";"2018-09-22"
"4082";"2015-03-03";"2015-09-12"
"168";"2018-04-01";"2018-09-08"
"292";"2017-10-10";"2018-12-28"
"4010";"2018-04-01";"2018-09-08"
"4094";"2017-10-10";"2018-12-28"
"162";"2015-05-28";"2015-09-19"
"4020";"2015-09-09";"2015-09-19"
"4022";"2016-03-02";"2016-09-17"
"4133";"2015-02-11";"2015-06-13"
"3351";"2016-03-02";"2016-09-10"
"1551";"2015-12-30";"2016-06-06"
"64";"2017-03-01";"2017-06-18"
"3840";"2018-02-02";"2018-08-29"
"4264";"2015-11-12";"2015-12-13"
"657";"2015-03-14";"2015-09-13"
"4265";"2015-05-07";"2015-12-13"
"1977";"2018-03-20";"2018-09-23"
"1081";"2017-11-14";"2018-06-10"
"2980";"2015-03-14";"2015-09-13"
"136";"2016-03-02";"2016-09-24"
"1435";"2015-08-14";"2015-09-26"
"141";"2017-05-01";"2017-09-23"
"1423";"2017-05-01";"2017-09-16"
"1436";"2017-05-01";"2017-09-23"
"143";"2018-04-01";"2018-09-29"
"4009";"2016-03-02";"2016-09-17"
"2694";"2016-03-02";"2016-09-17"
"140";"2018-04-01";"2018-09-29"
"2289";"2015-05-15";"2015-06-06"
"2336";"2015-05-28";"2015-09-26"
"4021";"2016-03-02";"2016-09-24"
"3018";"2015-05-28";"2015-09-26"
"3493";"2017-09-15";"2018-04-30"
"4025";"2015-12-30";"2016-06-04"
"4234";"2018-05-28";"2018-06-10"
"98";"2018-03-20";"2018-09-18"
"4270";"2018-05-28";"2018-12-20"
"4236";"2017-01-19";"2017-05-01"
"4177";"2015-03-26";"2015-06-01"
"4191";"2015-04-02";"2015-05-31"
"4207";"2015-06-06";"2015-08-31"
"3978";"2016-04-01";"2016-09-16"
"4092";"2017-11-15";"2018-06-03"
"1090";"2015-12-23";"2016-12-20"
"145";"2015-05-28";"2015-09-27"
"3338";"2014-12-03";"2015-05-31"
"1326";"2016-02-01";"2016-05-29"
"4119";"2017-01-12";"2017-05-28"
"3545";"2015-04-15";"2015-05-31"
"683";"2018-02-14";"2018-06-03"
"4027";"2015-12-16";"2016-12-20"
"167";"2017-05-31";"2017-09-23"
"173";"2017-05-01";"2017-09-09"
"3349";"2018-04-01";"2018-09-22"
"2045";"2016-03-01";"2016-09-24"
"3312";"2018-04-01";"2018-09-22"
"1422";"2017-05-01";"2017-09-23"
"2043";"2015-05-28";"2015-09-19"
"169";"2018-04-01";"2018-09-22"
"4008";"2018-04-01";"2018-09-15"
"445";"2018-04-01";"2018-09-22"
"1074";"2015-05-28";"2015-09-26"
"156";"2018-04-01";"2018-09-30"
"157";"2018-04-01";"2018-09-30"
"161";"2018-04-01";"2018-09-22"
"178";"2015-06-27";"2015-09-26"
"4216";"2015-04-15";"2015-09-01"
"4217";"2015-04-15";"2015-09-01"
"669";"2017-05-01";"2017-09-23"
"160";"2018-04-01";"2018-09-22"
"670";"2016-08-06";"2016-09-24"
"144";"2016-03-02";"2016-09-24"
"158";"2017-01-26";"2017-09-23"
"2074";"2015-05-28";"2015-09-26"
"202";"2017-05-31";"2017-09-23"
"434";"2015-05-28";"2015-09-26"
"1043";"2016-03-02";"2016-10-01"
"2044";"2018-04-01";"2018-09-15"
"4083";"2015-03-27";"2015-12-12"
"4233";"2018-05-28";"2018-06-02"
"4172";"2015-03-17";"2015-06-02"
"2986";"2015-03-24";"2015-05-25"
"2198";"2014-11-28";"2015-05-31"
"73";"2016-02-01";"2016-05-23"
"2104";"2017-11-14";"2018-05-27"
"3638";"2015-01-09";"2015-06-07"
"4078";"2016-10-12";"2017-09-16"
"3856";"2017-02-28";"2017-11-19"
"70";"2018-03-20";"2018-09-30"
"49";"2018-04-20";"2018-09-09"
"3914";"2017-11-01";"2018-05-27"
"3897";"2015-01-23";"2015-05-18"
"89";"2017-02-01";"2017-05-29"
"1510";"2017-04-10";"2017-05-22"
"108";"2018-03-20";"2018-09-10"
"3190";"2018-05-10";"2018-09-16"
"3896";"2015-01-23";"2015-05-17"
"4237";"2015-04-25";"2015-05-17"
"4209";"2016-02-26";"2016-04-17"
"2615";"2017-02-01";"2017-05-20"
"3945";"2016-01-13";"2016-05-15"
"4266";"2015-05-15";"2015-05-17"
"3946";"2015-10-31";"2016-05-15"
"3191";"2015-04-10";"2015-09-20"
"4271";"2015-05-16";"2015-05-17"
"684";"2018-02-15";"2018-05-20"
"2231";"2017-03-30";"2017-09-16"
"4238";"2015-04-25";"2015-05-16"
"4261";"2015-05-05";"2015-05-16"
"4262";"2015-05-05";"2015-05-16"
"3947";"2015-10-31";"2016-05-14"
"3948";"2016-02-16";"2016-05-14"
"3895";"2015-01-23";"2015-05-15"
"4227";"2015-04-22";"2015-05-14"
"3855";"2015-03-14";"2015-09-30"
"3857";"2018-04-26";"2018-09-17"
"3894";"2014-12-05";"2015-05-13"
"4221";"2015-04-17";"2015-05-13"
"3799";"2014-09-22";"2015-05-12"
"383";"2018-02-01";"2018-05-13"
"1243";"2016-04-22";"2016-05-09"
"8";"2016-03-02";"2016-10-02"
"3893";"2015-01-23";"2015-05-11"
"3913";"2018-02-20";"2018-05-13"
"3854";"2015-10-18";"2016-09-18"
"69";"2016-10-08";"2017-10-01"
"2951";"2015-05-07";"2015-08-16"
"3966";"2018-06-11";"2018-10-01"
"3853";"2015-02-03";"2015-10-29"
"4126";"2015-02-07";"2015-05-09"
"3892";"2015-01-23";"2015-05-09"
"333";"2018-06-18";"2018-09-15"
"4222";"2015-04-17";"2015-05-08"
"3891";"2015-01-23";"2015-05-08"
"4120";"2015-09-19";"2015-11-01"
"2317";"2018-05-22";"2018-09-09"
"3889";"2014-10-14";"2015-05-05"
"1487";"2016-08-25";"2017-05-15"
"3594";"2015-03-03";"2015-05-04"
"48";"2016-02-29";"2016-07-31"
"4029";"2015-01-23";"2015-05-03"
"3";"2016-04-07";"2016-10-02"
"685";"2018-02-15";"2018-05-06"
"2923";"2015-04-04";"2015-11-29"
"3888";"2014-10-14";"2015-05-03"
"4200";"2015-04-04";"2015-11-29"
"4218";"2015-04-17";"2015-05-10"
"1984";"2015-03-14";"2015-09-20"
"4219";"2015-04-17";"2015-05-10"
"4220";"2015-04-17";"2015-05-03"
"1062";"2017-11-09";"2018-09-15"
"756";"2017-11-10";"2018-09-15"
"3887";"2014-10-14";"2015-05-02"
"3764";"2014-09-22";"2015-05-23"
"3942";"2017-11-13";"2018-12-20"
"569";"2016-08-19";"2017-04-30"
"3943";"2017-11-13";"2018-12-20"
"4208";"2015-04-11";"2015-11-29"
"4038";"2015-11-12";"2016-12-23"
"4196";"2016-11-23";"2017-10-31"
"3973";"2015-05-27";"2015-12-13"
"2704";"2016-02-13";"2016-03-13"
"4149";"2016-11-15";"2017-12-20"
"4180";"2015-03-28";"2015-12-20"
"4128";"2017-11-16";"2018-12-20"
"4130";"2017-10-18";"2018-12-20"
"4070";"2017-10-18";"2018-12-20"
"4040";"2017-10-18";"2018-12-20"
"4071";"2017-10-18";"2018-12-20"
"2201";"2018-03-22";"2018-12-16"
"1223";"2014-12-22";"2015-04-28"
"2610";"2018-02-02";"2018-09-24"
"632";"2018-05-17";"2019-04-15"
"3994";"2014-11-28";"2015-12-20"
"2885";"2018-03-05";"2018-04-02"
"4171";"2017-02-07";"2017-12-20"
"4093";"2015-04-02";"2015-04-20"
"3904";"2017-06-14";"2018-04-23"
"4181";"2017-07-27";"2018-03-24"
"3951";"2014-10-31";"2015-04-19"
"4121";"2015-02-05";"2015-04-19"
"3902";"2018-04-04";"2018-04-22"
"2349";"2014-12-22";"2015-04-19"
"1507";"2017-02-09";"2017-04-09"
"3900";"2017-06-14";"2018-04-21"
"4195";"2015-04-03";"2015-04-17"
"4004";"2014-11-24";"2015-11-10"
"3997";"2016-11-21";"2017-12-22"
"4000";"2017-11-22";"2018-12-22"
"3935";"2017-12-19";"2018-04-23"
"2542";"2018-03-22";"2018-04-20"
"3535";"2015-04-02";"2015-04-12"
"1255";"2017-11-01";"2018-04-15"
"4006";"2017-02-15";"2017-04-23"
"430";"2015-04-01";"2015-04-11"
"427";"2014-10-20";"2015-04-11"
"3927";"2014-10-20";"2015-04-11"
"3929";"2014-10-20";"2015-04-11"
"4065";"2016-08-19";"2017-04-09"
"4164";"2016-08-17";"2017-04-06"
"3931";"2016-08-17";"2017-04-08"
"3928";"2014-10-20";"2015-04-09"
"3930";"2016-08-19";"2017-04-08"
"3932";"2016-08-17";"2017-04-05"
"4166";"2016-08-19";"2017-04-07"
"3933";"2016-08-17";"2017-04-09"
"3934";"2016-08-19";"2017-04-08"
"410";"2014-10-20";"2015-04-08"
"981";"2016-08-17";"2017-04-09"
"3532";"2017-12-06";"2018-04-04"
"2822";"2016-03-09";"2016-03-29"
"2823";"2016-03-15";"2016-03-30"
"4163";"2015-08-14";"2016-01-02"
"1299";"2016-02-04";"2016-03-29"
"1343";"2017-09-06";"2018-04-03"
"3477";"2016-02-04";"2016-03-29"
"3483";"2015-03-04";"2015-04-06"
"3968";"2016-02-17";"2016-03-28"
"2821";"2016-03-09";"2016-03-29"
"2234";"2018-01-25";"2018-04-03"
"2239";"2018-02-14";"2018-04-02"
"2841";"2016-03-24";"2016-03-28"
"2820";"2016-03-09";"2016-03-29"
"2837";"2015-01-16";"2015-04-06"
"4143";"2018-01-15";"2018-04-02"
"4158";"2018-01-15";"2018-04-02"
"3926";"2014-10-20";"2015-04-06"
"4146";"2017-02-01";"2017-04-18"
"1454";"2018-03-26";"2018-04-02"
"4148";"2018-01-25";"2018-04-03"
"4165";"2016-08-19";"2017-04-04"
"3858";"2017-09-19";"2018-04-04"
"781";"2016-01-10";"2016-03-28"
"1786";"2016-02-04";"2016-03-28"
"3505";"2017-02-07";"2017-04-17"
"2848";"2018-01-23";"2018-04-02"
"2861";"2015-03-04";"2015-04-06"
"3524";"2017-09-14";"2018-04-04"
"2219";"2014-11-24";"2015-04-06"
"3531";"2017-09-15";"2018-04-02"
"1979";"2017-11-01";"2018-04-02"
"426";"2016-08-19";"2017-04-07"
"1023";"2018-03-22";"2018-04-15"
"4019";"2018-01-11";"2018-04-02"
"1409";"2015-10-03";"2015-12-20"
"4162";"2016-08-17";"2017-04-08"
"424";"2014-10-20";"2015-04-04"
"3965";"2015-05-27";"2015-12-13"
"1957";"2016-02-04";"2016-02-14"
"1007";"2018-04-18";"2018-09-30"
"3967";"2016-11-04";"2017-12-16"
"1456";"2018-04-18";"2018-09-30"
"3912";"2018-04-18";"2018-09-30"
"4087";"2015-01-16";"2015-04-03"
"4088";"2015-01-16";"2015-04-03"
"3983";"2017-11-27";"2018-12-23"
"3944";"2015-11-12";"2015-12-22"
"458";"2017-02-08";"2017-09-30"
"4141";"2015-02-17";"2015-04-02"
"3292";"2017-11-30";"2018-12-20"
"3294";"2017-11-30";"2018-12-20"
"2698";"2018-06-14";"2018-12-20"
"3288";"2017-11-30";"2018-12-20"
"3991";"2016-09-23";"2017-12-20"
"4142";"2015-02-18";"2015-03-31"
"3993";"2014-11-24";"2015-12-20"
"4153";"2015-03-26";"2015-04-30"
"3864";"2015-01-08";"2015-10-30"
"327";"2015-01-28";"2015-12-20"
"3988";"2015-10-16";"2015-12-20"
"4168";"2015-03-11";"2016-01-03"
"4054";"2014-12-23";"2015-03-31"
"4073";"2017-11-23";"2018-12-14"
"4169";"2015-09-03";"2016-01-03"
"3990";"2016-07-01";"2016-12-20"
"4170";"2015-03-11";"2015-12-29"
"2790";"2016-01-22";"2016-03-31"
"1899";"2016-09-21";"2017-03-27"
"2096";"2018-01-20";"2018-04-03"
"865";"2017-05-17";"2017-10-01"
"4097";"2018-05-18";"2018-11-10"
"4003";"2017-11-15";"2018-03-18"
"4108";"2017-09-06";"2018-03-24"
"3074";"2014-10-14";"2015-03-25"
"4151";"2015-02-26";"2015-12-28"
"4167";"2015-03-11";"2015-12-29"
"4066";"2016-12-15";"2017-03-26"
"4053";"2014-12-20";"2015-03-22"
"2849";"2017-02-10";"2017-03-26"
"4150";"2015-02-25";"2015-12-20"
"864";"2018-02-16";"2018-03-25"
"4041";"2017-11-14";"2018-03-25"
"3910";"2014-10-20";"2015-03-14"
"2138";"2016-11-05";"2017-04-30"
"1759";"2015-10-01";"2016-03-08"
"3781";"2018-01-16";"2018-02-11"
"4140";"2016-06-08";"2016-07-01"
"195";"2015-01-09";"2015-12-14"
"4110";"2018-01-02";"2018-03-04"
"3874";"2014-11-10";"2015-02-28"
"4076";"2018-01-30";"2018-12-20"
"3804";"2014-10-03";"2015-02-28"
"2682";"2018-01-02";"2018-03-04"
"688";"2015-01-16";"2015-12-28"
"3768";"2018-02-02";"2018-11-22"
"3732";"2014-11-24";"2015-12-20"
"4051";"2015-03-24";"2015-10-31"
"2744";"2016-12-13";"2017-02-28"
"4085";"2015-01-16";"2015-02-28"
"4052";"2014-12-20";"2015-02-27"
"1798";"2017-12-18";"2018-03-08"
"3909";"2014-10-14";"2015-02-24"
"579";"2015-09-19";"2015-11-27"
"4050";"2016-12-16";"2017-02-15"
"2743";"2016-01-21";"2016-02-16"
"2742";"2016-01-29";"2016-02-16"
"3304";"2014-11-24";"2015-02-16"
"2105";"2016-02-11";"2016-02-15"
"2741";"2016-01-15";"2016-02-15"
"4043";"2015-10-15";"2015-12-20"
"3752";"2014-10-03";"2015-05-16"
"3757";"2016-02-06";"2016-05-07"
"3989";"2015-02-11";"2015-02-17"
"3805";"2014-11-24";"2015-02-02"
"3780";"2015-10-01";"2016-03-20"
"3761";"2016-02-04";"2016-04-23"
"3747";"2016-02-04";"2016-04-30"
"3826";"2014-09-22";"2015-01-30"
"3788";"2014-10-03";"2015-01-29"
"4067";"2015-01-07";"2015-01-29"
"945";"2017-06-13";"2017-09-03"
"3831";"2014-10-31";"2015-01-25"
"2707";"2015-01-23";"2015-01-24"
"4001";"2014-11-24";"2015-01-24"
"3179";"2015-04-04";"2015-04-06"
"3180";"2015-04-04";"2015-04-06"
"2604";"2015-02-04";"2015-04-25"
"3302";"2018-06-27";"2019-01-20"
"3299";"2017-12-08";"2018-01-07"
"3843";"2017-09-06";"2018-12-22"
"4044";"2014-12-11";"2015-01-06"
"4045";"2015-11-25";"2015-12-29"
"4046";"2017-01-03";"2017-01-04"
"4047";"2016-11-15";"2017-01-06"
"4048";"2016-11-15";"2017-01-01"
"3940";"2017-09-21";"2018-05-01"
"1676";"2014-11-28";"2015-01-06"
"1677";"2014-09-22";"2015-01-06"
"3107";"2014-09-22";"2015-01-04"
"3960";"2015-11-12";"2015-11-15"
"1837";"2017-10-06";"2018-01-02"
"2587";"2015-12-09";"2016-01-03"
"2467";"2017-10-16";"2018-12-20"
"3860";"2014-09-22";"2015-01-03"
"2399";"2017-09-08";"2018-01-02"
"1659";"2014-09-22";"2015-01-02"
"1000";"2014-09-22";"2015-01-02"
"3979";"2014-11-10";"2015-01-02"
"901";"2014-09-22";"2015-01-02"
"2438";"2014-09-22";"2015-01-02"
"3189";"2015-09-18";"2016-01-02"
"3899";"2014-10-14";"2015-01-03"
"1202";"2014-12-02";"2015-01-02"
"2624";"2015-09-23";"2016-01-02"
"1711";"2014-10-14";"2015-01-02"
"2643";"2014-09-22";"2015-01-02"
"1838";"2017-11-02";"2018-01-03"
"1298";"2014-10-31";"2015-01-02"
"3133";"2017-08-25";"2018-01-01"
"3824";"2017-11-14";"2018-01-02"
"1771";"2015-09-18";"2016-01-02"
"3096";"2014-09-22";"2015-01-02"
"3148";"2014-09-22";"2015-01-02"
"1823";"2014-12-05";"2015-01-02"
"1790";"2017-08-11";"2018-01-02"
"1716";"2014-10-22";"2015-01-02"
"3146";"2014-09-22";"2015-01-03"
"886";"2015-09-22";"2016-01-02"
"3859";"2014-09-22";"2015-01-02"
"2019";"2015-09-23";"2016-01-02"
"665";"2016-10-15";"2017-01-02"
"2649";"2017-10-23";"2018-01-02"
"1348";"2014-09-22";"2015-01-02"
"1361";"2016-10-15";"2017-01-01"
"1745";"2017-08-04";"2018-01-02"
"3848";"2014-11-28";"2015-01-02"
"3861";"2015-12-11";"2016-01-01"
"1016";"2017-10-02";"2018-01-02"
"3819";"2017-11-14";"2018-01-02"
"1785";"2014-11-28";"2015-01-02"
"3862";"2014-09-22";"2015-01-01"
"963";"2014-10-31";"2015-01-03"
"1334";"2014-09-22";"2015-01-02"
"1694";"2016-08-31";"2017-01-01"
"3839";"2014-10-31";"2015-01-01"
"3851";"2015-09-18";"2016-01-03"
"3226";"2015-10-01";"2016-01-02"
"3877";"2015-09-18";"2016-01-02"
"3244";"2017-09-04";"2018-01-02"
"1259";"2014-09-22";"2015-01-01"
"942";"2014-10-03";"2015-01-02"
"2002";"2016-12-01";"2017-01-02"
"189";"2014-10-03";"2015-01-02"
"4039";"2014-12-05";"2015-01-01"
"1305";"2014-09-22";"2015-01-02"
"3833";"2014-09-22";"2015-01-01"
"3117";"2015-10-10";"2016-01-02"
"3316";"2014-11-28";"2015-01-01"
"3870";"2014-10-03";"2015-01-04"
"3881";"2017-08-04";"2018-01-06"
"1836";"2014-11-10";"2015-01-01"
"1863";"2015-09-18";"2016-01-01"
"3872";"2015-11-20";"2016-01-04"
"3939";"2014-10-31";"2015-01-02"
"22";"2017-08-03";"2018-04-08"
"998";"2017-10-03";"2019-01-01"
"3810";"2014-09-22";"2014-12-30"
"302";"2018-05-02";"2018-12-28"
"999";"2017-10-03";"2018-12-31"
"1002";"2017-10-03";"2019-01-01"
"1001";"2018-01-03";"2018-12-31"
"2499";"2014-12-19";"2014-12-28"
"1808";"2017-10-30";"2017-12-27"
"3792";"2014-09-22";"2014-12-28"
"2455";"2015-10-01";"2016-03-14"
"1320";"2017-10-02";"2017-12-28"
"10";"2015-10-01";"2016-04-09"
"142";"2015-10-01";"2016-04-16"
"3749";"2015-10-01";"2016-04-09"
"3820";"2014-10-14";"2014-12-27"
"3158";"2014-09-22";"2014-12-27"
"3955";"2016-10-01";"2016-12-28"
"3102";"2017-09-12";"2017-12-26"
"3822";"2014-10-20";"2014-12-27"
"1767";"2017-09-04";"2017-12-28"
"3279";"2015-10-01";"2016-04-09"
"567";"2015-10-01";"2016-04-09"
"1801";"2014-11-28";"2014-12-27"
"1784";"2017-09-07";"2017-12-27"
"1321";"2015-09-30";"2015-12-27"
"1362";"2017-09-07";"2017-12-27"
"3923";"2014-11-24";"2014-12-27"
"3980";"2014-11-24";"2015-04-30"
"583";"2015-10-01";"2016-04-09"
"3076";"2017-07-26";"2018-03-24"
"1834";"2014-12-23";"2014-12-26"
"2444";"2014-11-28";"2014-12-27"
"900";"2017-10-12";"2017-12-26"
"1449";"2017-05-03";"2017-12-25"
"2354";"2014-09-22";"2014-12-26"
"3188";"2015-09-18";"2015-12-27"
"2000";"2016-12-16";"2016-12-26"
"3995";"2014-11-24";"2014-12-28"
"943";"2014-10-03";"2014-12-26"
"1789";"2017-08-11";"2017-12-26"
"1473";"2016-10-06";"2017-04-02"
"1258";"2014-09-22";"2014-12-26"
"3869";"2014-10-03";"2014-12-26"
"1033";"2016-07-30";"2017-03-24"
"3670";"2017-11-24";"2018-12-26"
"1860";"2016-12-07";"2016-12-26"
"2018";"2017-11-24";"2018-12-20"
"3214";"2016-09-14";"2016-12-27"
"2023";"2014-11-24";"2014-12-25"
"3898";"2015-09-19";"2015-12-26"
"3274";"2014-11-24";"2014-12-25"
"2468";"2014-12-08";"2014-12-25"
"2512";"2017-07-27";"2018-03-24"
"3681";"2015-03-27";"2015-04-02"
"1964";"2014-11-24";"2015-04-02"
"3977";"2014-11-24";"2015-04-02"
"3878";"2014-10-03";"2015-06-29"
"1080";"2014-09-22";"2014-12-23"
"737";"2014-09-22";"2014-12-23"
"30";"2018-05-04";"2018-10-31"
"44";"2018-01-18";"2018-12-23"
"264";"2014-09-22";"2014-12-23"
"1891";"2015-03-27";"2015-04-02"
"2630";"2016-02-17";"2016-02-21"
"1896";"2015-03-27";"2015-04-07"
"3238";"2015-01-30";"2015-12-23"
"1483";"2017-08-11";"2017-12-23"
"221";"2015-07-08";"2015-11-30"
"2434";"2017-10-10";"2018-12-23"
"3440";"2016-09-08";"2017-04-13"
"3976";"2015-03-27";"2015-04-07"
"3981";"2014-11-24";"2015-04-30"
"1649";"2015-10-14";"2016-12-14"
"3441";"2016-09-08";"2017-04-13"
"3443";"2014-12-18";"2014-12-27"
"2009";"2017-11-27";"2018-12-20"
"3875";"2014-10-22";"2015-02-28"
"2568";"2018-01-30";"2018-12-20"
