"id_serial";"id_typ";"strava";"doprava";"ubytovani";"ubytovani_kategorie";"zeme";"destinace";"AVG(prumerna_cena)";"AVG(prumerna_cena_noc)";"AVG(delka)"
"5612";"8";"2";"3";"6";"2.00";"Brazílie";;"30902.8571";"3659.0000";"9.5000"
"5613";"8";"2";"3";"6";"2.00";"Brazílie";;"38778.7324";"4331.9577";"9.9577"
"5274";"2";"3";"2";"7";"0.00";"Albánie";;"8028.0952";"1146.3333";"8.0000"
"5379";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"2025.0000";"338.0000";"7.0000"
"5382";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"6490.0000";"926.6667";"8.0000"
"5574";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"6450.0000";"2150.0000";"4.0000"
"5266";"2";"2";"2";"7";"0.00";"Maďarsko:Rakousko:Slovensko";;"2721.0400";"1360.3600";"3.0000"
"5246";"2";"2";"4";"6";"2.00";"Polsko";;"5440.0000";"1813.0000";"4.0000"
"5299";"4";"1";"3";"7";"0.00";"Hokej";"MS 2017";"12880.0000";"4293.5000";"4.0000"
"5060";"4";"1";"1";"7";"0.00";"Hokej";"MS 2017";"15764.5000";"13119.5000";"2.5000"
"5093";"4";"2";"3";"6";"2.00";"Tenis";"Řím";"0.0000";"0.0000";"12.0000"
"5226";"4";"1";"3";"6";"2.00";"Tenis";"Řím";"18390.0000";"9195.0000";"3.0000"
"5603";"4";"1";"1";"7";"0.00";"Hokej";"MS 2017";"11165.0000";"11165.0000";"1.0000"
"5097";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5100";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5227";"4";"1";"3";"6";"2.00";"Tenis";"Řím";"16640.0000";"8320.0000";"3.0000"
"5602";"4";"1";"1";"7";"0.00";"Hokej";"MS 2017";"9434.0000";"9434.0000";"1.0000"
"5228";"4";"1";"3";"6";"2.00";"Tenis";"Řím";"16140.0000";"8070.0000";"3.0000"
"5229";"4";"1";"3";"6";"2.00";"Tenis";"Řím";"14323.3333";"7161.6667";"3.0000"
"5230";"4";"1";"3";"6";"2.00";"Tenis";"Řím";"13490.0000";"5204.2500";"3.7500"
"5284";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"10823.3333";"5411.6667";"3.0000"
"5588";"2";"2";"3";"6";"3.00";"Brazílie";;"27880.9524";"5583.1071";"5.9940"
"5589";"2";"2";"3";"6";"2.00";"Brazílie";;"27710.4752";"5542.0000";"6.0000"
"5209";"4";"1";"3";"6";"2.00";"Španělsko:Tenis";"Madrid";"15990.0000";"5330.0000";"4.0000"
"5257";"2";"1";"1";"7";"0.00";"Francie";;"7690.0000";"1538.0000";"6.0000"
"5283";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"10000.0000";"5000.0000";"3.0000"
"5483";"4";"1";"3";"6";"2.00";"Fotbal:Španělsko:Tenis";"Španělská liga";"15990.0000";"5330.0000";"4.0000"
"5582";"2";"1";"3";"6";"2.00";"Eurovíkendy:USA";;"24300.3209";"4890.6791";"5.9893"
"5089";"2";"2";"2";"6";"2.00";"Francie";;"11990.0000";"2997.0000";"5.0000"
"5247";"2";"2";"4";"6";"2.00";"Německo";;"5240.0000";"5240.0000";"2.0000"
"5345";"4";"1";"1";"7";"0.00";"Formule 1";"Španělsko";"1.0000";"1.0000";"1.0000"
"5101";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5103";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5104";"4";"1";"1";"7";"0.00";"Formule 1:Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5105";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5106";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"0.0000";"0.0000";"2.0000"
"5234";"2";"3";"3";"7";"3.00";"Malta";;"27458.7500";"3922.1563";"8.0000"
"5282";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"10667.5000";"5333.7500";"3.0000"
"5281";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"10772.5000";"5386.2500";"3.0000"
"2318";"3";"1";"1";"7";"0.00";"Slovensko";"Štúrovo";"5873.7778";"1468.0000";"5.0000"
"5583";"8";"2";"3";"6";"3.00";"Brazílie";;"32617.0769";"3679.5692";"9.9231"
"5220";"2";"2";"3";"6";"2.00";"Indie";;"54990.0000";"7013.2857";"8.8571"
"5578";"8";"2";"3";"6";"3.00";"USA";;"38371.7714";"4835.8429";"8.9429"
"5235";"2";"2";"3";"6";"2.00";"Indie";;"64990.0000";"5908.0000";"12.0000"
"5280";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"10617.5000";"5308.7500";"3.0000"
"5291";"4";"1";"2";"7";"0.00";"Hokej";"MS 2017";"2990.0000";"1495.0000";"3.0000"
"5407";"6";"2";"1";"7";"0.00";"Německo";;"6695.0000";"6695.0000";"2.0000"
"5213";"4";"1";"2";"6";"1.00";"Francie";;"3740.0000";"1246.0000";"4.0000"
"1898";"4";"2";"3";"6";"2.00";"Fotbal";"Španělská liga:zájezdy s průvodcem";"21590.0000";"7196.0000";"4.0000"
"5564";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"5470.0000";"1823.0000";"4.0000"
"5279";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"9740.0000";"4870.0000";"3.0000"
"5364";"4";"1";"3";"6";"2.00";"Francie:Hokej";"MS 2017";"14945.0000";"4981.5000";"4.0000"
"5568";"8";"2";"3";"6";"3.00";"Indonésie";"Bali";"43122.1200";"4887.4000";"9.9800"
"920";"2";"1";"2";"6";"1.00";"Francie";;"3740.0000";"1557.7500";"3.7500"
"5272";"4";"1";"3";"6";"2.00";"Francie:Hokej";"MS 2017";"9913.3333";"4956.6667";"3.0000"
"5290";"4";"1";"3";"6";"2.00";"Hokej";"MS 2017";"4978.6000";"4978.6000";"1.0667"
"5543";"4";"1";"1";"7";"0.00";"Hokej";"MS 2017";"1449.0000";"1449.0000";"1.0000"
"5260";"4";"1";"1";"7";"0.00";"Hokej:Rusko";"MS 2016";"3106.5455";"3106.5455";"1.0000"
"5520";"4";"1";"1";"7";"0.00";"Hokej";"MS 2017";"1502.1429";"1502.1429";"1.0000"
"5581";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"5290.0000";"1322.0000";"5.0000"
"5231";"4";"1";"3";"6";"2.00";"Tenis";"Barcelona";"12590.0000";"6295.0000";"3.0000"
"5320";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"6440.5000";"983.8333";"8.1667"
"5494";"3";"3";"1";"0";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Libverda";"3950.0000";"1316.0000";"4.0000"
"5499";"1";"3";"1";"6";"2.00";"Česká republika";"Bílé Karpaty";"2427.0000";"809.0000";"4.0000"
"5563";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"5470.0000";"1823.0000";"4.0000"
"5302";"3";"3";"1";"7";"0.00";"Česká republika";"Karlova Studánka";"1950.6250";"975.6250";"3.0000"
"5326";"3";"4";"1";"0";"3.00";"Česká republika";"Teplice nad Bečvou";"2736.0000";"1368.0000";"3.0000"
"2106";"4";"1";"1";"7";"0.00";"Basketbal:USA";"NBA";"1.0000";"1.0000";"2.0000"
"5405";"3";"3";"1";"7";"0.00";"Slovensko";"Sliač";"6948.6667";"992.0000";"8.0000"
"5413";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"1950.0000";"650.0000";"4.0000"
"5296";"3";"1";"1";"0";"0.00";"Slovensko";"Štúrovo";"5312.7600";"1431.4400";"7.5600"
"5297";"3";"1";"1";"7";"0.00";"Slovensko";"Štúrovo";"3357.4167";"1030.5000";"7.2917"
"5453";"8";"2";"3";"6";"3.00";"Spojené Arabské Emiráty";;"24477.7049";"3496.2131";"8.0000"
"5551";"4";"2";"3";"6";"2.00";"Švýcarsko:Tenis";"Fed Cup";"38990.0000";"9747.0000";"5.0000"
"5572";"4";"1";"1";"7";"0.00";"Tenis";"Monaco";"15790.0000";"10349.0000";"2.5000"
"5094";"4";"2";"3";"6";"1.00";"Tenis";"Monaco";"7995.0000";"999.0000";"9.0000"
"5357";"2";"2";"3";"6";"2.00";"Indie:Maledivy";;"57990.0000";"5799.0000";"11.0000"
"5527";"4";"1";"1";"7";"0.00";"Švýcarsko:Tenis";"Fed Cup";"1.0000";"1.0000";"2.0000"
"5523";"3";"3";"1";"0";"3.00";"Slovensko";"Turčianské Teplice";"1175.0000";"588.0000";"3.0000"
"5310";"3";"3";"1";"6";"2.00";"Slovensko";"Trenčianské Teplice";"7600.0000";"1900.0000";"5.0000"
"3533";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"5227.0000";"1090.0000";"6.0000"
"5186";"7";"1";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"2676.0000";"892.0000";"4.0000"
"5313";"3";"3";"1";"6";"3.00";"Slovensko";"Trenčianské Teplice";"9190.0000";"2297.0000";"5.0000"
"5463";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"3721.6667";"930.3333";"5.0000"
"5464";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"3095.5000";"1031.5000";"4.0000"
"5465";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"3938.0000";"984.0000";"5.0000"
"5475";"3";"3";"1";"7";"0.00";"Slovensko";"Rajecké Teplice";"6490.0000";"1622.0000";"5.0000"
"5478";"3";"3";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"12143.0000";"3035.0000";"5.0000"
"5479";"3";"3";"1";"0";"3.00";"Slovensko";"Rajecké Teplice";"6110.0000";"1527.0000";"5.0000"
"5480";"3";"3";"1";"7";"0.00";"Česká republika";"Janské lázně";"5534.5000";"1474.7500";"4.7500"
"5481";"3";"4";"1";"7";"0.00";"Slovensko";"Skelné Teplice";"2813.0000";"643.0000";"5.2500"
"5492";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"3627.5000";"1209.0000";"4.0000"
"5493";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4680.0000";"1170.0000";"5.0000"
"5501";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"2267.0000";"755.0000";"4.0000"
"5504";"4";"2";"3";"6";"3.00";"Formule 1";"Bahrain";"24990.0000";"8330.0000";"4.0000"
"5531";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"5070.0000";"1267.0000";"5.0000"
"5532";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"9250.0000";"2312.0000";"5.0000"
"5410";"6";"1";"2";"7";"0.00";"Rakousko";;"870.0000";"870.0000";"1.0000"
"2236";"3";"3";"1";"0";"3.00";"Slovensko";"Rajecké Teplice";"4843.0000";"1614.0000";"4.0000"
"5508";"4";"1";"1";"7";"0.00";"Formule 1";"Bahrain";"9430.0000";"4715.0000";"3.0000"
"5521";"3";"4";"1";"0";"0.00";"Česká republika";"Slatinice";"1325.0000";"663.0000";"3.0000"
"5530";"3";"3";"1";"0";"3.00";"Slovensko";"Bešeňová";"3530.0000";"1177.0000";"4.0000"
"5547";"3";"4";"1";"0";"0.00";"Česká republika";"Slatinice";"1145.0000";"573.0000";"3.0000"
"5342";"3";"3";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"13818.3333";"1973.6667";"8.0000"
"5476";"3";"3";"1";"7";"0.00";"Slovensko";"Rajecké Teplice";"3197.0000";"1598.0000";"3.0000"
"5268";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"2580.0000";"1290.0000";"3.0000"
"5270";"3";"3";"1";"0";"3.00";"Slovensko";"Velký Meder";"2676.0000";"1338.0000";"3.0000"
"5311";"3";"4";"1";"7";"0.00";"Slovensko";"Skelné Teplice";"4669.2000";"967.0000";"6.8000"
"5315";"3";"3";"1";"6";"3.00";"Slovensko";"Trenčianské Teplice";"1515.0000";"1294.1667";"4.0000"
"5316";"3";"3";"1";"6";"3.00";"Slovensko";"Trenčianské Teplice";"10065.0000";"2013.0000";"6.0000"
"5422";"3";"3";"1";"6";"2.00";"Slovensko";"Dudince";"7617.5833";"1165.5000";"8.0000"
"5423";"3";"4";"1";"6";"2.00";"Slovensko";"Dudince";"7760.6667";"1154.5556";"8.3333"
"5512";"3";"3";"1";"7";"0.00";"Slovensko";"Rajecké Teplice";"6783.7143";"2261.0000";"4.0000"
"5544";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"1308.0000";"327.0000";"5.0000"
"5218";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"3920.0000";"1307.0000";"4.0000"
"5477";"4";"1";"1";"7";"0.00";"Basketbal";;"4318.5000";"4318.5000";"1.0000"
"5509";"4";"2";"3";"6";"3.00";"Čína:Formule 1";"Čína";"21990.0000";"7330.0000";"4.0000"
"5088";"2";"2";"2";"6";"2.00";"Itálie";;"11990.0000";"2398.0000";"6.0000"
"5117";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5522";"3";"3";"1";"6";"3.00";"Slovensko";"Trenčianské Teplice";"4587.0000";"1528.0000";"4.0000"
"5107";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5110";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5111";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5113";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5238";"2";"3";"4";"6";"1.00";"Slovensko";;"5737.6923";"1147.5385";"6.0000"
"5424";"3";"3";"1";"6";"2.00";"Maďarsko";"Hevíz";"14280.0000";"4760.0000";"4.0000"
"5546";"8";"1";"3";"6";"2.00";"Indonésie:USA";"Florida";"30920.8772";"3935.1170";"8.8889"
"5109";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5237";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"2259.8000";"540.6000";"5.2000"
"5513";"8";"2";"3";"6";"2.00";"Indonésie";"Bali";"31220.8438";"3525.3125";"9.8750"
"5545";"3";"3";"1";"7";"0.00";"Česká republika";"Luhačovice";"2755.4000";"1377.4000";"3.0000"
"5112";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5412";"4";"1";"1";"7";"0.00";"Basketbal:USA";"NBA";"6112.0000";"6112.0000";"1.0000"
"5108";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"0.0000";"0.0000";"2.0000"
"5255";"4";"1";"3";"6";"2.00";"Tenis";"Miami Open";"1.0000";"0.0000";"14.0000"
"5459";"6";"1";"2";"7";"0.00";"Česká republika";;"900.0000";"900.0000";"1.0000"
"5536";"3";"4";"1";"0";"0.00";"Česká republika";"Slatinice";"2990.0000";"1495.0000";"3.0000"
"5300";"3";"1";"1";"7";"0.00";"Slovensko";"Velký Meder";"1300.0000";"186.0000";"8.0000"
"5301";"3";"1";"1";"7";"0.00";"Slovensko";"Velký Meder";"780.0000";"195.0000";"5.0000"
"5321";"3";"3";"1";"6";"2.00";"Slovensko";"Bardějovské kúpele";"1746.0000";"571.0000";"7.4000"
"5330";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"11703.0000";"1671.4000";"8.0000"
"5331";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"8250.0000";"1650.0000";"6.0000"
"5332";"3";"3";"1";"0";"4.00";"Česká republika";"Poděbrady";"6356.1111";"2118.7778";"4.0000"
"5343";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"4990.0000";"1247.0000";"5.0000"
"5437";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1045.0000";"523.0000";"3.0000"
"5438";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1475.0000";"492.0000";"4.0000"
"5439";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1175.0000";"588.0000";"3.0000"
"5440";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1625.0000";"542.0000";"4.0000"
"5442";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1325.0000";"663.0000";"3.0000"
"5443";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1775.0000";"592.0000";"4.0000"
"5471";"3";"3";"1";"0";"0.00";"Česká republika";"Třeboň";"4971.4444";"1656.7778";"4.0000"
"5472";"3";"3";"1";"0";"0.00";"Česká republika";"Třeboň";"9372.3333";"1561.6667";"7.0000"
"5473";"3";"3";"1";"0";"0.00";"Česká republika";"Třeboň";"9361.8889";"1560.1111";"7.0000"
"5474";"3";"3";"1";"0";"0.00";"Česká republika";"Třeboň";"5345.6667";"3080.3333";"3.0000"
"5496";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"2420.0000";"1210.0000";"3.0000"
"5467";"2";"2";"3";"6";"2.00";"Nepál";;"47990.0000";"4799.0000";"11.0000"
"5071";"2";"1";"3";"6";"2.00";"USA";;"44656.6667";"7442.6667";"7.0000"
"5506";"4";"2";"1";"6";"2.00";"Lyžování:Slovinsko";;"1590.0000";"397.0000";"5.0000"
"5371";"2";"2";"3";"7";"0.00";"USA";;"69878.8889";"5374.8889";"14.0000"
"5374";"3";"3";"1";"7";"0.00";"Česká republika";"Mariánské Lázně";"4943.3333";"823.8333";"7.0000"
"5077";"2";"1";"1";"7";"0.00";"USA";;"1442.8571";"1442.8571";"1.0000"
"5169";"4";"1";"3";"6";"2.00";"Hokej";"NHL s průvodcem";"37323.3333";"6220.0000";"7.0000"
"5388";"4";"1";"3";"6";"2.00";"Biatlon";;"12990.0000";"3247.0000";"5.0000"
"5392";"4";"1";"3";"6";"2.00";"Biatlon";"Světový pohár, Oslo 2017";"10990.0000";"3663.0000";"4.0000"
"5497";"8";"2";"3";"0";"4.00";"Indonésie";"Bali";"34600.5155";"5104.6907";"8.4124"
"5511";"8";"2";"3";"6";"2.00";"Indonésie";"Bali";"31367.4138";"3551.9310";"9.8621"
"5468";"3";"3";"1";"7";"0.00";"Slovensko";"Turčianské Teplice";"5880.0000";"2940.0000";"3.0000"
"5252";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"3334.0000";"207.5000";"17.0000"
"5502";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1433.0000";"478.0000";"4.0000"
"5503";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"2133.0000";"427.0000";"6.0000"
"5507";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"2561.3333";"512.6667";"6.0000"
"5162";"2";"2";"3";"6";"2.00";"Brazílie";;"31778.8889";"5330.4127";"6.9683"
"5092";"4";"2";"3";"6";"2.00";"Tenis";"Dubai";"0.0000";"0.0000";"14.0000"
"5317";"2";"2";"2";"6";"3.00";"Rakousko";;"3490.0000";"3490.0000";"2.0000"
"5318";"2";"1";"1";"7";"0.00";"Rakousko";;"3110.0000";"3110.0000";"1.0000"
"5394";"3";"3";"1";"7";"0.00";"Slovensko";"Sliač";"5906.0000";"843.0000";"8.0000"
"5401";"3";"4";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"3050.0000";"1525.0000";"3.0000"
"5403";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"1810.0000";"905.5000";"3.0000"
"5425";"3";"3";"1";"0";"3.50";"Slovensko";"Červený Kláštor, Pieniny";"4293.0000";"1431.0000";"4.0000"
"5462";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"2180.0000";"1090.0000";"3.0000"
"5469";"3";"3";"1";"7";"0.00";"Slovensko";"Turčianské Teplice";"5830.0000";"2915.0000";"3.0000"
"5389";"3";"3";"1";"7";"0.00";"Česká republika";"Luhačovice";"11769.0909";"1961.1818";"7.0000"
"5404";"6";"1";"2";"7";"0.00";"Německo";;"620.0000";"620.0000";"1.0000"
"5498";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"42377.5000";"11251.9167";"4.7500"
"5491";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"3218.3333";"3218.3333";"1.0000"
"5039";"4";"1";"3";"7";"3.00";"Hokej:USA";"NHL";"45390.0000";"6319.8000";"8.2000"
"5047";"2";"1";"3";"7";"3.00";"USA";;"45704.2857";"6450.5714";"8.0952"
"4950";"4";"1";"1";"7";"0.00";"Biatlon";;"1.0000";"0.0000";"12.0000"
"4998";"4";"1";"1";"7";"0.00";"Biatlon";;"1837.6986";"1813.9315";"1.1918"
"5015";"4";"2";"1";"7";"0.00";"Biatlon";"MS 2017 - ubytování";"6990.0000";"1747.0000";"5.0000"
"5070";"4";"1";"2";"7";"0.00";"Biatlon";"MS 2017 - zájezdy";"1599.5000";"1599.5000";"1.0000"
"5072";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"34640.2632";"9155.1579";"4.7895"
"5432";"3";"3";"1";"0";"3.00";"Slovensko";"Turčianské Teplice";"2892.5000";"1242.2500";"4.1250"
"5433";"3";"3";"1";"7";"0.00";"Slovensko";"Turčianské Teplice";"7488.4615";"3527.8462";"3.4615"
"5264";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"32488.8889";"8541.3611";"4.8056"
"5452";"8";"2";"3";"6";"2.00";"Spojené Arabské Emiráty";;"22083.3333";"3154.2604";"8.0000"
"5454";"8";"2";"3";"6";"4.00";"Spojené Arabské Emiráty";;"25990.0000";"3712.0000";"8.0000"
"4999";"4";"1";"1";"7";"0.00";"Biatlon";;"6281.2857";"1755.4286";"4.6190"
"5009";"4";"2";"1";"7";"3.00";"Biatlon";"MS 2017 - ubytování";"4530.0000";"1565.4000";"3.8000"
"5010";"4";"1";"1";"7";"0.00";"Biatlon";"MS 2017 - ubytování";"6828.5714";"1986.1429";"4.4286"
"5069";"4";"1";"2";"7";"0.00";"Biatlon";"MS 2017 - zájezdy";"1720.5000";"1720.5000";"1.0000"
"5001";"4";"1";"2";"7";"0.00";"Biatlon";;"2276.8095";"2276.8095";"1.0000"
"5068";"4";"1";"2";"7";"0.00";"Biatlon";"MS 2017 - zájezdy";"1793.0000";"1793.0000";"1.0000"
"5215";"4";"2";"3";"6";"2.00";"Hokej:USA";"NHL:NHL s průvodcem";"28740.0000";"7184.5000";"5.0000"
"5390";"4";"1";"2";"7";"0.00";"Fotbal";"Bundesliga";"2948.3333";"2948.3333";"2.0000"
"5409";"4";"1";"1";"7";"0.00";"Fotbal";"Bundesliga";"2165.0000";"2165.0000";"1.0000"
"3442";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"9458.0000";"1310.0000";"8.2500"
"5175";"7";"2";"1";"6";"3.00";"Slovensko";"Nízké Tatry";"10407.6000";"1743.2000";"8.0000"
"5176";"7";"2";"1";"6";"3.00";"Slovensko";"Nízké Tatry";"5880.8333";"1337.3333";"8.6667"
"5177";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"4288.6000";"1063.4000";"6.8000"
"5178";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"6945.0000";"1141.6000";"8.0000"
"5179";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"9483.6000";"1218.4000";"9.2000"
"5182";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"10368.7000";"1485.3000";"8.6000"
"1915";"4";"2";"3";"6";"2.00";"Tenis";"Australian Open";"70290.0000";"14058.0000";"6.0000"
"4886";"1";"1";"1";"7";"0.00";"Albánie";;"10.0000";"10.0000";"2.0000"
"5120";"4";"1";"1";"6";"2.00";"Krasobruslení:Slovensko";;"4190.0000";"1047.0000";"5.0000"
"5325";"8";"2";"3";"6";"2.00";"Mexiko";"Mayská riviéra";"47415.4219";"5816.7031";"9.1719"
"5327";"8";"2";"3";"6";"2.00";"Mexiko";"Mayská riviéra";"31978.2353";"3932.7206";"9.1618"
"5185";"4";"1";"1";"6";"2.00";"Krasobruslení:Slovensko";;"2499.5238";"2499.5238";"1.0000"
"3281";"5";"3";"1";"6";"2.00";"Itálie";;"6166.9000";"880.6500";"8.0000"
"5335";"8";"2";"3";"6";"4.00";"Spojené Arabské Emiráty";;"29990.0000";"4284.0000";"8.0000"
"5256";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"37812.5000";"8668.3333";"5.4167"
"5254";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"3598.0893";"3598.0893";"1.0000"
"5262";"4";"1";"1";"7";"0.00";"Biatlon";;"3984.5556";"1102.1111";"4.7778"
"5411";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"4874.2051";"4874.2051";"1.0000"
"5251";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"3768.0000";"628.0000";"7.0000"
"5253";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"1688.0000";"844.0000";"3.0000"
"5261";"4";"1";"1";"7";"0.00";"Biatlon";;"2776.0000";"925.1429";"4.0000"
"5087";"5";"1";"1";"7";"0.00";"Rakousko";;"14693.5833";"2383.8333";"7.0000"
"5123";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"2640.7925";"2640.7925";"1.0000"
"5338";"3";"1";"1";"7";"0.00";"Slovensko";"Velký Meder";"590.0000";"590.0000";"1.0000"
"5125";"3";"4";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"5210.0000";"1736.5000";"4.0000"
"5135";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Slovensko";"7667.5000";"4073.5000";"4.0000"
"5136";"3";"3";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"6900.0000";"1150.0000";"7.0000"
"5155";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr:Vánoce a Silvestr na horách";"Slovensko";"3110.3333";"1036.3333";"4.0000"
"5163";"3";"4";"1";"0";"4.00";"Vánoce a Silvestr";"Česká republika";"11800.0000";"1967.0000";"7.0000"
"5171";"3";"4";"1";"0";"3.00";"Vánoce a Silvestr";"Slovensko";"3742.3333";"623.6667";"7.0000"
"3236";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"7826.5000";"1956.0000";"5.0000"
"5189";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Česká republika";"3700.0000";"617.0000";"7.0000"
"5190";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Česká republika";"3700.0000";"617.0000";"7.0000"
"5205";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Česká republika";"9620.0000";"1924.0000";"6.0000"
"5221";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"4011.3333";"1337.0000";"4.0000"
"5386";"3";"3";"1";"0";"3.50";"Vánoce a Silvestr";"Česká republika";"5990.0000";"1497.0000";"5.0000"
"5026";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"17973.0000";"4493.0000";"5.0000"
"5095";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"5245.0000";"1049.0000";"6.0000"
"5127";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Česká republika";"6502.0000";"902.5000";"8.5000"
"5130";"3";"3";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"7231.0000";"1807.0000";"5.0000"
